m.z	p.value	t.score	mode	r.t
207.237846084513	0.3225699043124156	1.0357104308173948	positive	4.40586666666667
188.091799003741	0.2274394373226624	1.278353364834875	positive	7.2517
199.13288900716	0.1900552777237439	1.3966646458363898	positive	3.71135
304.247992542049	0.137928471566764	1.5998881068360447	positive	3.66928333333333
151.096580361925	0.14784767881576347	1.5566137334089376	positive	3.99976666666667
224.185725115472	0.16999208954490586	1.4684375607457032	positive	3.99976666666667
272.112853156434	0.08818389647775556	-1.87087432167391	positive	4.34218333333333
146.11764957742	0.9867121924138567	-0.017036997254540758	positive	4.30133333333333
210.169998945192	0.20834012790394724	1.336603639635764	positive	4.30133333333333
118.12250084036	0.5750458221782342	0.5777849532354109	positive	8.27341666666667
170.092536530459	0.9480511479854287	-0.06665664369982367	positive	11.4482
276.180328216816	0.21528977468276836	1.3149196666308633	positive	3.69016666666667
549.320860544931	0.1992096114146272	-1.366020609385793	positive	4.21915
207.159292186873	0.1378161470807995	1.6003935587760516	positive	3.99976666666667
89.0596923678267	0.16589775931930964	1.4839638042307544	positive	3.97975
113.107353504649	0.05417506667375035	2.1549851757444283	positive	12.92295
171.101816479222	0.18174187441512146	1.4255870513481905	positive	3.7738
137.04589300333	0.026446440557243524	2.561529946959923	positive	9.97525
193.143600913476	0.1383872858134367	1.5978272239480917	positive	4.28081666666667
210.18527570824	0.7835200554625849	0.2815427189143881	positive	4.3218
176.10311469576	0.05451895950773008	-2.151348050252139	positive	13.0258666666667
209.19014872277	0.7854380279667125	0.27897646487624417	positive	3.83618333333333
232.154529454611	0.015253001280231479	-2.8695791985061376	positive	8.41061666666667
664.115664329636	0.820294996911817	-0.23266356702447957	positive	11.9005
85.028225861006	0.022162150899981418	-2.660619998248131	positive	8.4332
248.149327735091	0.8219732219007867	-0.23044824069506945	positive	10.45535
186.112604680312	0.0646844062377602	2.0526077105294323	positive	4.49308333333333
294.206032300506	0.5894992325202313	-0.555760828291651	positive	3.79481666666667
232.247460568635	0.011079571307162004	-3.0483769266120664	positive	8.4332
146.081275946387	0.917893076549178	-0.10548098184847406	positive	11.6946833333333
144.102065831797	0.11444999293449537	-1.7144258741404403	positive	11.6946833333333
114.059494960312	0.2954757645846462	1.0984346156242857	positive	5.91238333333333
378.132353327515	0.08413923310743303	-1.8986725901808978	positive	4.97381666666667
137.088219170461	0.14497864247569836	1.568862874018606	positive	9.9118
292.175403249253	0.32814742812980646	1.0232922523932866	positive	3.69016666666667
172.169665967215	0.553834858965905	0.6106564230770706	positive	3.93906666666667
118.0613769169	0.24009021502013683	-1.2419290283398627	positive	13.2284333333333
215.127847504759	0.36146350751097955	0.9521727399618358	positive	3.69016666666667
105.110219710342	0.8755755708249993	0.16026750352723035	positive	15.1314833333333
104.107054770053	0.822351310508636	0.22994931795329465	positive	15.1314833333333
290.134540761423	0.11098540043662329	-1.7330735849022574	positive	11.7780666666667
192.065633408795	0.10715661616701064	-1.7543007826860804	positive	4.3218
104.134981900708	0.9020576913084225	0.12593238353043218	positive	15.08605
379.17143468768	0.8081713469754002	-0.2487049395578389	positive	3.69016666666667
574.313434281983	0.21988784312755896	-1.3008872711759816	positive	3.4349
334.185649378764	0.21988784312755896	-1.3008872711759816	positive	11.1958666666667
531.310328050901	0.03834855009846765	-2.352046272703215	positive	3.99976666666667
158.154090577737	0.46506343190430743	0.7568130710466922	positive	3.93906666666667
298.096789574952	0.28498249838581274	1.1239044484820768	positive	7.12738333333333
157.080138934365	0.4166069991314717	0.8440743544792266	positive	12.86125
167.143132775514	0.47314579946097834	0.7428380659397127	positive	3.7738
185.11750586284	0.286070562538596	1.1212302636006852	positive	4.64538333333333
348.070100006407	0.30292234106832594	1.0807763707150122	positive	11.8191333333333
124.999775451422	0.3380167637545769	1.001695489476361	positive	12.1027833333333
332.998451645604	0.4533014920269478	0.7774288420142413	positive	3.79481666666667
202.14374194668	0.09045805934802549	1.85575490865729	positive	4.64538333333333
334.185645609902	0.2852316222950612	-1.1232914712380433	positive	10.8907166666667
134.081247424274	0.003448147044345336	3.7088340128013697	positive	7.12738333333333
142.026462093329	0.31033520215793514	-1.0635221194331193	positive	12.9849666666667
295.190220811966	0.3514604137621179	0.9730075646047008	positive	3.753
173.117376951009	0.5206155751154267	0.6635936955510251	positive	3.7738
222.079493940925	0.6191856734855976	-0.5113913591456565	positive	12.2623833333333
189.12342107541	0.04099043678629509	-2.314255425238184	positive	12.28285
268.104161347847	0.3095612468515254	1.0653089424510598	positive	8.8208
290.159681314835	0.40460893775412077	-0.8667123608886766	positive	11.0884
137.045884309898	0.40490285668147463	0.8661523818116337	positive	10.4342666666667
184.073528862979	0.26944841601230113	1.1629743605843446	positive	12.36225
198.087575110206	0.6202605313269274	0.5098053468266595	positive	10.2254333333333
461.180996014626	0.18879077887421736	1.4009942679889833	positive	7.2517
304.175248754634	0.2709024352327011	-1.1592440304099205	positive	9.76328333333333
203.081574136858	0.2976505047422488	1.0932428975686521	positive	7.9973
135.080483219295	0.6148472526484874	-0.5178069499789374	positive	4.13826666666667
132.037040179388	0.08445409350282064	-1.8964649280425037	positive	12.52145
135.084530051732	0.005428245612523675	3.4499795645377267	positive	7.12738333333333
233.174414920649	0.34139707245627193	0.9944049730888197	positive	4.34218333333333
251.036701449943	0.20180023622538187	1.3575621707132304	positive	13.0658333333333
332.145014148716	0.19482742100419578	-1.38053959905184	positive	11.0884
513.299515387592	0.4447389448693462	-0.792654270109111	positive	3.69016666666667
276.144383357139	0.26193112247734046	-1.182515930762628	positive	11.3447
269.039717044009	0.21137504567781018	-1.3270620115773226	positive	11.4069833333333
76.0757366442871	0.8477685903591536	0.1965439229410317	positive	16.7844
514.283614814802	0.1322317229919921	-1.6259919713507853	positive	4.01961666666667
