m.z	p.value	t.score	mode	r.t
207.237846084513	0.02714912101978143	2.5151659544196296	positive	4.40586666666667
188.091799003741	0.060645210343315346	2.070398677625161	positive	7.2517
199.13288900716	0.359960226782412	0.9518338651423816	positive	3.71135
304.247992542049	0.11014183560516236	1.725114569418922	positive	3.66928333333333
151.096580361925	0.04963765654356778	2.1828740764256205	positive	3.99976666666667
224.185725115472	0.044379232684804315	2.245202418864361	positive	3.99976666666667
272.112853156434	0.2642960660107217	1.1710800875382397	positive	4.34218333333333
146.11764957742	0.25214561717686335	-1.2030771817520016	positive	4.30133333333333
210.169998945192	0.03132708353325836	2.4370364949133525	positive	4.30133333333333
118.12250084036	0.45344130078493183	-0.774823785465055	positive	8.27341666666667
170.092536530459	0.0001391781430405998	5.486783855421918	positive	11.4482
276.180328216816	0.6629545807034438	0.4468309234460213	positive	3.69016666666667
549.320860544931	0.2652916187120352	1.1685096681480136	positive	4.21915
207.159292186873	0.05721675713878053	2.1032203446993147	positive	3.99976666666667
89.0596923678267	0.06732067469102174	2.011179125316638	positive	3.97975
113.107353504649	0.6691928399381941	-0.4379628137536626	positive	12.92295
171.101816479222	0.2673826325893311	1.1631351867043433	positive	3.7738
137.04589300333	0.1396622925139207	1.581878317419802	positive	9.97525
193.143600913476	0.08085228061300524	1.906197039408454	positive	4.28081666666667
210.18527570824	0.09185387628890604	1.8321182157441527	positive	4.3218
176.10311469576	0.11370421275662973	-1.7061446072764022	positive	13.0258666666667
209.19014872277	0.02488630235394703	-2.562510063172407	positive	3.83618333333333
232.154529454611	0.0029111178526190222	-3.722955532744992	positive	8.41061666666667
664.115664329636	0.0063581110553370705	-3.2985239891893676	positive	11.9005
85.028225861006	0.005460455856636101	-3.380762416182532	positive	8.4332
248.149327735091	0.026155429682002296	2.5354645947341012	positive	10.45535
186.112604680312	0.27568235508033795	1.1421183415209877	positive	4.49308333333333
294.206032300506	0.3089068082117975	-1.0625393375880874	positive	3.79481666666667
232.247460568635	0.004603503079423974	-3.473225184598813	positive	8.4332
146.081275946387	0.0021614206336812744	3.8867180475303007	positive	11.6946833333333
144.102065831797	0.0005639892006310373	4.646342374919289	positive	11.6946833333333
114.059494960312	0.09769348142439847	1.7960137487161068	positive	5.91238333333333
378.132353327515	0.07675853390399233	1.936134385162171	positive	4.97381666666667
137.088219170461	0.0652651445020248	2.028809264729634	positive	9.9118
292.175403249253	0.7947235422055998	0.2660409792005736	positive	3.69016666666667
172.169665967215	0.8390213026930038	0.20760183856245445	positive	3.93906666666667
118.0613769169	0.0012582451012842996	4.188099808447923	positive	13.2284333333333
215.127847504759	0.8895972333894507	0.14179167864094225	positive	3.69016666666667
105.110219710342	0.1584172921938109	1.5040789623187218	positive	15.1314833333333
104.107054770053	0.16087881424484374	1.4944631851638228	positive	15.1314833333333
290.134540761423	0.00027697445667843577	5.066125643985658	positive	11.7780666666667
192.065633408795	0.1683393416077473	-1.4660649189262698	positive	4.3218
104.134981900708	0.16554840310592173	1.4765610067380694	positive	15.08605
379.17143468768	0.10949706731991915	1.728606254183033	positive	3.69016666666667
334.185649378764	0.08956495473632642	1.846839117384402	positive	11.1958666666667
531.310328050901	0.16961833119401074	1.4613041124950665	positive	3.99976666666667
158.154090577737	0.9752712620266724	0.031650301372833346	positive	3.93906666666667
298.096789574952	0.0012913738139960769	-4.173496533527716	positive	7.12738333333333
157.080138934365	0.00043593926740103636	-4.796752747531841	positive	12.86125
167.143132775514	0.036082770232414754	-2.359520520269034	positive	3.7738
185.11750586284	0.6135157007583427	0.5185307998096746	positive	4.64538333333333
233.063154898971	0.13521207374759922	1.601658985751384	positive	11.79865
348.070100006407	0.01584735169038458	2.8066577633400946	positive	11.8191333333333
124.999775451422	6.367389764141866e-05	-5.984406534926102	positive	12.1027833333333
332.998451645604	0.025992396760414503	2.538866424485422	positive	3.79481666666667
202.14374194668	0.49680374773649605	0.7007810370043125	positive	4.64538333333333
334.185645609902	0.07960173674679248	1.9151918961811074	positive	10.8907166666667
134.081247424274	0.00013392294198694523	-5.510769527779052	positive	7.12738333333333
142.026462093329	0.0007713713987236311	4.465740880129438	positive	12.9849666666667
295.190220811966	0.0948917893990783	1.8130851014051963	positive	3.753
173.117376951009	0.07691244578707979	-1.9349826111176112	positive	3.7738
222.079493940925	1.9308820650071538e-05	6.789776188065233	positive	12.2623833333333
189.12342107541	0.18492988777755354	1.406538712216743	positive	12.28285
268.104161347847	0.1871893571482168	1.3987818320889518	positive	8.8208
290.159681314835	0.016169576175917473	2.79580419296898	positive	11.0884
137.045884309898	0.8847095859085393	0.14811778606047932	positive	10.4342666666667
184.073528862979	0.00012041834984224623	-5.577271321327538	positive	12.36225
