m.z	p.value	t.score	mode	r.t
207.237846084513	0.23680791767086884	1.2402343288677478	positive	4.40586666666667
188.091799003741	0.14978572374423818	1.5307924689341468	positive	7.2517
199.13288900716	0.10325055873360041	1.7523482578001655	positive	3.71135
304.247992542049	0.10459127517071691	1.7448338610839698	positive	3.66928333333333
151.096580361925	0.1386022546983708	1.5779035577776777	positive	3.99976666666667
224.185725115472	0.14220210934663133	1.5623939575727896	positive	3.99976666666667
146.11764957742	0.8365027726833543	-0.21054994157044699	positive	4.30133333333333
210.169998945192	0.2071005657566278	1.3277611797277615	positive	4.30133333333333
118.12250084036	0.6899876567776404	-0.4078965531799442	positive	8.27341666666667
170.092536530459	0.6929575733033527	0.4037525517231522	positive	11.4482
276.180328216816	0.1393670913848369	1.574579594580194	positive	3.69016666666667
549.320860544931	0.30964254211648456	-1.0572644177210304	positive	4.21915
207.159292186873	0.1764141108560948	1.4296273545529574	positive	3.99976666666667
89.0596923678267	0.278928766959408	1.1299167790867706	positive	3.97975
113.107353504649	0.7470865337093986	-0.3294186185486959	positive	12.92295
171.101816479222	0.18862384592930237	1.3874704109527563	positive	3.7738
137.04589300333	0.8645565330414451	0.1739860885777311	positive	9.97525
193.143600913476	0.2154294228010959	1.3022553502960375	positive	4.28081666666667
210.18527570824	0.4277750177229732	0.8185835193379734	positive	4.3218
176.10311469576	0.46394809777307144	-0.7545865282189542	positive	13.0258666666667
209.19014872277	0.7790284768106073	0.286475619810216	positive	3.83618333333333
232.154529454611	0.8661910666178018	0.1718639080158459	positive	8.41061666666667
664.115664329636	0.005097872439315141	3.362383720283658	positive	11.9005
239.102718490285	0.30193635132254915	-1.0749676997731399	positive	7.51703333333333
85.028225861006	0.7551910764324591	0.31846454940805835	positive	8.4332
248.149327735091	0.523896900255389	0.6549873159375389	positive	10.45535
186.112604680312	0.05291572602065726	2.129312323278581	positive	4.49308333333333
294.206032300506	0.3279175918777828	-1.0165425820593539	positive	3.79481666666667
232.247460568635	0.7625865037363211	0.30850446018959654	positive	8.4332
146.081275946387	0.003027951690039579	3.6340925503816903	positive	11.6946833333333
144.102065831797	0.298769683582183	-1.0823398660040267	positive	11.6946833333333
114.059494960312	0.8365424823563861	0.2104979842661671	positive	5.91238333333333
378.132353327515	0.4147709346889774	-0.8424424464108108	positive	4.97381666666667
137.088219170461	0.9505697257983075	0.06319865228125655	positive	9.9118
292.175403249253	0.5475888656001424	0.6174697791293658	positive	3.69016666666667
172.169665967215	0.6504867525407791	-0.4637634847724101	positive	3.93906666666667
118.0613769169	0.1831094775829129	1.406221102894826	positive	13.2284333333333
215.127847504759	0.6232811046953467	0.5031416554197473	positive	3.69016666666667
105.110219710342	0.7921864796574342	0.2689537076419496	positive	15.1314833333333
104.107054770053	0.7763026915862965	0.2901170336028797	positive	15.1314833333333
290.134540761423	0.06550631438506496	-2.011249511460309	positive	11.7780666666667
192.065633408795	0.46466298570634	-0.753354120194203	positive	4.3218
104.134981900708	0.7536673834085671	0.32052081099154967	positive	15.08605
379.17143468768	0.9152889228328249	-0.10845752517974501	positive	3.69016666666667
574.313434281983	0.13676043150564582	-1.585973386085056	positive	3.4349
531.310328050901	0.8083555664763603	0.2475419001814454	positive	3.99976666666667
158.154090577737	0.9355156076297644	-0.08248751774055295	positive	3.93906666666667
298.096789574952	0.6746561140554929	0.42940998874373004	positive	7.12738333333333
157.080138934365	0.009831213507489462	3.021125879768618	positive	12.86125
167.143132775514	0.613621025630525	0.517321294046901	positive	3.7738
185.11750586284	0.23159284649768183	1.2549388417018739	positive	4.64538333333333
348.070100006407	0.8093465371779952	-0.24623366701082644	positive	11.8191333333333
124.999775451422	0.9269296605345766	0.09350302073063232	positive	12.1027833333333
332.998451645604	0.3688462917839306	0.9309493362512626	positive	3.79481666666667
202.14374194668	0.4160430183358377	0.8400869970313237	positive	4.64538333333333
334.185645609902	0.519460977172083	0.6621183457240687	positive	10.8907166666667
134.081247424274	0.04273271245579074	2.245860604433221	positive	7.12738333333333
142.026462093329	0.6746777563717687	-0.42937947315212593	positive	12.9849666666667
295.190220811966	0.28275179715180176	1.1205550528502601	positive	3.753
173.117376951009	0.454563892276575	0.7708754077397544	positive	3.7738
222.079493940925	0.24734070662257085	1.2112985813210257	positive	12.2623833333333
189.12342107541	0.12227548752810566	1.6529427525267588	positive	12.28285
268.104161347847	0.5366355940098162	0.6346988099167529	positive	8.8208
290.159681314835	0.6476979174794522	-0.4677642094640199	positive	11.0884
