m.z	p.value	t.score	mode	r.t
207.237846084513	0.0004472669827604848	5.125234824212683	positive	4.40586666666667
188.091799003741	0.0011407796027123013	4.501317863872655	positive	7.2517
199.13288900716	0.005859015907784515	3.4863129096021805	positive	3.71135
304.247992542049	0.00013247305713542316	5.9979357596676435	positive	3.66928333333333
151.096580361925	1.7746349016044643e-06	9.880432612229528	positive	3.99976666666667
224.185725115472	2.6955501964642793e-06	9.437356753611528	positive	3.99976666666667
272.112853156434	0.1796308236679592	1.4429006951365517	positive	4.34218333333333
146.11764957742	0.3135629258530838	-1.0611838164646765	positive	4.30133333333333
210.169998945192	0.0012759476707825993	4.4290849564791275	positive	4.30133333333333
118.12250084036	0.8059305345835431	-0.2522848507988689	positive	8.27341666666667
170.092536530459	0.008803124675302943	3.244429933745424	positive	11.4482
276.180328216816	0.009916451864824895	3.174211784309843	positive	3.69016666666667
549.320860544931	0.23261889803159788	-1.2706456216568653	positive	4.21915
207.159292186873	3.022016650130923e-06	9.319058617013042	positive	3.99976666666667
89.0596923678267	8.473534857978496e-06	8.30482827441912	positive	3.97975
113.107353504649	7.854891625993616e-05	6.397770567922486	positive	12.92295
171.101816479222	0.005429609298416945	3.5318966442854958	positive	3.7738
137.04589300333	0.017023867177273895	2.8577006016946953	positive	9.97525
193.143600913476	4.985751791578035e-06	8.814994156390737	positive	4.28081666666667
210.18527570824	0.013003212015407823	3.0151280230084576	positive	4.3218
176.10311469576	4.72514574372224e-05	-6.802658949100879	positive	13.0258666666667
209.19014872277	0.006464805771377499	-3.427568195876167	positive	3.83618333333333
232.154529454611	0.0002674032693246081	-5.484881550177506	positive	8.41061666666667
664.115664329636	0.001601679091720084	-4.2838373353479415	positive	11.9005
239.102718490285	0.424113662095857	0.8333333333333335	positive	7.51703333333333
85.028225861006	0.00025146142728993897	-5.528735647451218	positive	8.4332
248.149327735091	0.036625172544102275	2.4109289021451157	positive	10.45535
186.112604680312	0.00024868090677164967	5.536689133919482	positive	4.49308333333333
294.206032300506	0.2601337208925877	-1.1937279580295812	positive	3.79481666666667
232.247460568635	0.00020919499445647155	-5.661194879122715	positive	8.4332
146.081275946387	0.9154967077186805	0.10882151568071366	positive	11.6946833333333
144.102065831797	0.07673155030215513	1.9732294206487178	positive	11.6946833333333
114.059494960312	0.009931126439497794	3.173341190713215	positive	5.91238333333333
378.132353327515	0.03136264114233658	-2.5015649337568506	positive	4.97381666666667
137.088219170461	0.013680363431428026	2.9854189827486244	positive	9.9118
292.175403249253	0.3252480929098702	1.034553105711169	positive	3.69016666666667
172.169665967215	0.9902888676243349	0.012479054715007952	positive	3.93906666666667
118.0613769169	0.12573333481101867	-1.6707057552402012	positive	13.2284333333333
215.127847504759	0.3905933769350033	0.8974114317629408	positive	3.69016666666667
105.110219710342	0.0817870967137808	1.934763298832669	positive	15.1314833333333
104.107054770053	0.08060275632708695	1.9435705099596015	positive	15.1314833333333
290.134540761423	0.9492319711500432	0.06528733570639343	positive	11.7780666666667
192.065633408795	0.015004173721610375	-2.931422866586022	positive	4.3218
104.134981900708	0.08892933563882456	1.884047801100652	positive	15.08605
379.17143468768	0.17023345315979524	1.4778670334071797	positive	3.69016666666667
574.313434281983	0.039414469125203314	2.3679564368801045	positive	3.4349
334.185649378764	0.14242136034028066	1.5922120528393027	positive	11.1958666666667
531.310328050901	0.002350768356699751	-4.042760250478303	positive	3.99976666666667
158.154090577737	0.9643232044160348	-0.04586196802638391	positive	3.93906666666667
298.096789574952	0.011047902284992342	-3.1106788324616557	positive	7.12738333333333
157.080138934365	0.015433186298104938	-2.914956140056009	positive	12.86125
167.143132775514	0.035272441815950205	-2.432939057766014	positive	3.7738
185.11750586284	0.28243916439999245	1.1360228560128376	positive	4.64538333333333
348.070100006407	0.005590069245142762	3.5144396793249855	positive	11.8191333333333
124.999775451422	0.09139262851713506	-1.867432996034962	positive	12.1027833333333
332.998451645604	0.06866689739172875	2.0398298010553533	positive	3.79481666666667
202.14374194668	0.0025199216450393414	3.9996089443529277	positive	4.64538333333333
334.185645609902	0.17548729287254222	1.4581191331437102	positive	10.8907166666667
134.081247424274	0.625131477884797	0.5040700507501977	positive	7.12738333333333
142.026462093329	0.06313023862314045	2.089988711698764	positive	12.9849666666667
295.190220811966	0.052650460375568725	2.1976454285851807	positive	3.753
173.117376951009	0.047835418311267114	-2.254223678779224	positive	3.7738
222.079493940925	0.13089306362973957	1.6454894786040637	positive	12.2623833333333
189.12342107541	0.004079965324186117	-3.70422578340193	positive	12.28285
268.104161347847	0.008051020589826199	3.2972342794078524	positive	8.8208
290.159681314835	0.6509045965779403	0.4664276152757416	positive	11.0884
137.045884309898	0.16593888740755805	1.4944047243687175	positive	10.4342666666667
184.073528862979	0.07657440275470866	-1.9744628454591662	positive	12.36225
198.087575110206	0.006154467602402704	-3.4569152016369955	positive	10.2254333333333
461.180996014626	0.23684969822249044	1.2583535666109407	positive	7.2517
304.175248754634	0.7614036313971084	-0.3120610739949076	positive	9.76328333333333
203.081574136858	0.15735535083808855	1.5286053178736727	positive	7.9973
135.080483219295	0.12116329505841811	-1.6938293311868282	positive	4.13826666666667
132.037040179388	0.3864176458231622	-0.9056582074216617	positive	12.52145
135.084530051732	0.9732781901445935	0.03434465757849996	positive	7.12738333333333
233.174414920649	0.019915400395535656	2.7662395915801095	positive	4.34218333333333
251.036701449943	0.18255830439079812	1.432329226788045	positive	13.0658333333333
332.145014148716	0.4422090130075996	-0.8001652279010707	positive	11.0884
513.299515387592	0.15234772134054234	-1.5493184804025626	positive	3.69016666666667
276.144383357139	0.054847317351127085	-2.1734715416081247	positive	11.3447
269.039717044009	0.07330137999248654	-2.0007089866303858	positive	11.4069833333333
76.0757366442871	0.1450641119962596	-1.5805405874489444	positive	16.7844
514.283614814802	0.08482532137210347	-1.912703804150798	positive	4.01961666666667
143.048612597225	0.1500066110073535	1.5592078152939408	positive	13.0658333333333
106.049933033662	0.006486958382465366	3.425529335783575	positive	13.1261833333333
184.008053907346	0.09203787200010358	-1.8631495351145366	positive	12.34215
192.138816318936	0.0043441989883898306	-3.6662168157618704	positive	3.83618333333333
155.117933596083	0.3267133696036578	1.0312648760530587	positive	7.12738333333333
157.097309556111	0.025293081021579348	-2.626976052600473	positive	10.8232666666667
104.070640069871	0.6055497730410453	0.5331879492148919	positive	11.1531166666667
220.118009703847	0.14536067283634385	1.5792426171534932	positive	9.22996666666667
306.154492926373	0.7767466394394609	0.29133768067772414	positive	11.3447
348.274369545734	0.15109612492141927	-1.5545887236847824	positive	3.81551666666667
204.086841014101	0.21784539149524135	1.3150621725642975	positive	10.95735
186.106033372452	0.39855162100708497	0.8818640604410797	positive	12.8000333333333
149.132581419525	0.11448241728219379	-1.7290924755586867	positive	3.79481666666667
496.272993438108	0.004822094095786645	-3.603215858597098	positive	3.89805
300.201384876824	0.37728623917783377	0.9239139835889852	positive	4.34218333333333
306.154536750519	0.7400846621990103	0.3411027079990477	positive	11.6946833333333
293.194814341941	0.19857511196856498	1.3769267140508237	positive	3.93906666666667
250.093640170536	0.11766688591112001	1.7120581459063777	positive	7.23048333333333
496.273256454971	0.13851696260500096	-1.6098117132554997	positive	4.19891666666667
128.01767714887	0.32023069485470007	1.0458977796591733	positive	13.0658333333333
304.211568823225	0.27070424573132545	-1.1659127152165403	positive	3.85678333333333
426.321227235304	0.0770939969487076	-1.9703936663341748	positive	4.2395
159.076516052206	0.014274478349804632	-2.9605583699315314	positive	13.0258666666667
267.172009781275	0.045274516937641056	-2.286602991875128	positive	3.69016666666667
364.064860270138	6.303160140403519e-05	6.571086458142116	positive	13.3119666666667
104.084376181074	0.0329506635620195	2.47272678715801	positive	15.04065
140.010763555318	0.812149657255655	-0.24401888423109566	positive	3.753
246.181408751482	0.8795103763358669	0.15551413188927307	positive	15.6899833333333
105.042373489891	0.2067829167259689	-1.3499877239279854	positive	8.38796666666667
137.045906146509	0.08483861683806666	1.9126089018913923	positive	9.52223333333333
202.107289747703	0.06555211560747239	2.0675533716991543	positive	7.4946
136.061882928667	0.1054102371795575	-1.7800980040611958	positive	7.12738333333333
126.022060222972	0.3776142450004383	0.9232528240429463	positive	13.0658333333333
363.216515982544	0.2148077842651821	1.3245022480357225	positive	3.39198333333333
152.070676646871	0.23193706783777832	1.2726436838657156	positive	4.53655
125.984938432263	0.31992105073663935	1.0466022857336588	positive	13.0857666666667
533.325916426418	0.022148730226736406	-2.7043142196198056	positive	7.10793333333333
135.116871206335	0.02169392773203895	-2.716401161293238	positive	3.7738
186.160230086431	0.27576787223938554	1.1528924805409577	positive	13.8288666666667
139.050250647115	0.24420244827388707	-1.2374107522561248	positive	10.7564166666667
184.138865024445	0.10143832125005532	-1.803703385652377	positive	12.3820833333333
426.357490051445	0.5492458251282171	0.6198077979782387	positive	3.91861666666667
171.076600017899	0.0634287657864483	2.0871794284752205	positive	9.54515
136.020427893203	0.8314362790188848	-0.21849728082378167	positive	9.29705
361.273409325197	0.16848077155935717	1.4845721720826885	positive	3.54295
135.08448399591	0.22812468978807124	-1.2839052934920054	positive	5.56701666666667
601.334507558058	0.039937442434106324	2.360231986419872	positive	3.71135
95.0855402898938	0.4156601973667451	-0.8491553601095294	positive	3.69016666666667
515.31507551683	0.06514499905787624	-2.0712690204903668	positive	3.71135
114.127828346903	0.33315855270350647	-1.0169310583091218	positive	5.47986666666667
516.299437324087	0.02695467544761135	-2.589898016873654	positive	4.0985
260.185702507344	0.013812845981593465	-2.9797815854283827	positive	4.58001666666667
111.044110633931	0.5320305204151841	0.647275381982809	positive	3.83618333333333
256.175527132691	0.13784618715740832	1.6128795932214135	positive	4.34218333333333
233.149527303879	0.6686755888878504	-0.4408841312882655	positive	13.2079666666667
500.28531647291	0.16820845424668215	-1.4856193781716396	positive	4.07881666666667
159.06799045412	0.424113662095857	0.8333333333333334	positive	4.77641666666667
332.169989576041	0.36522288401283365	-0.9485209511443342	positive	11.0452333333333
113.070601370266	0.1446360294969813	-1.582418337234357	positive	17.9778166666667
133.073629096396	0.303234267427343	-1.085358504225992	positive	12.5017166666667
144.065613930172	0.0982655644669794	-1.8231772987542199	positive	11.73625
132.076853689002	0.3032597790559042	-1.085298022133315	positive	12.5017166666667
151.111845300981	0.4374544048673187	-0.8087911568141429	positive	4.64538333333333
533.326121453879	0.03170016744860639	-2.4953167641646505	positive	4.0985
167.048677817618	0.4546649106235472	0.7778535725117963	positive	13.0658333333333
239.148883701111	0.15277297578981316	1.5475364691535176	positive	4.34218333333333
104.042802916817	0.6196557200566073	-0.5121653344711699	positive	11.1531166666667
516.29915954744	0.03261700003944469	-2.478670526770031	positive	7.08823333333333
90.0550271122592	0.030986325190337224	-2.508609967296277	positive	12.5612
118.120057097205	0.026910102127911555	2.590862633765705	positive	10.5608833333333
465.084478751702	0.12514431079951926	1.6736432135309167	positive	13.5170666666667
119.089465774939	0.021401168893753042	2.724316608103924	positive	10.5608833333333
339.288821653291	0.41886607972491885	0.8431295230302838	positive	3.4349
133.060831743016	0.010973054299149231	3.114671637539505	positive	11.3655333333333
90.0549719619255	0.02196762117205105	2.7090973743838114	positive	11.3655333333333
114.055061579416	0.02973799162491451	-2.532601263187664	positive	9.3418
333.062197775285	0.007368930859243526	-3.349710379201634	positive	11.9005
124.112141496495	0.11983074132885253	-1.7007199375705913	positive	3.753
190.071090268035	0.006355069882342553	-3.4377756064234153	positive	12.2226166666667
146.09275537582	0.7641258639679527	-0.3083738304507619	positive	12.7195
250.154140855326	0.07371688449225422	1.997316600808592	positive	10.1420666666667
120.065624834183	0.9308326344409322	-0.08900838652481746	positive	12.402
480.277713052133	0.03574716112843481	-2.425121951852824	positive	7.08823333333333
114.127778638682	0.13006775896523842	-1.6494622962535506	positive	2.18791666666667
258.002371230666	0.01764446536548345	-2.8368159756290776	positive	12.1027833333333
247.128997920444	0.08202138082737409	-1.9330352208914212	positive	11.3655333333333
350.180502256482	0.12323423940524754	1.683255067337661	positive	11.2814833333333
480.277945250155	0.031456037779081125	-2.4998293866094445	positive	4.07881666666667
191.179535128053	0.029029607368208914	-2.54666277073565	positive	3.7738
291.231639647116	0.9696349313826876	-0.03902967644562588	positive	3.99976666666667
111.06646595988	0.25151537228738347	-1.2170826235452012	positive	15.3365166666667
198.18523730866	0.027349168042259092	2.5814291991931224	positive	3.66928333333333
288.144088940652	0.011459200068266243	-3.089219361870147	positive	11.1531166666667
305.159812804357	0.09500390681806359	1.8438103164019233	positive	3.5642
118.052710000253	0.030342144294471428	2.5208683552434055	positive	10.5608833333333
170.092576716741	0.014129643691920607	-2.9665207847153674	positive	7.16745
339.344616026867	0.25498114530639754	-1.20761472884912	positive	4.40586666666667
107.070299510725	0.15934625654653603	1.520530320675767	positive	4.34218333333333
