m.z	p.value	t.score	mode	r.t
207.237846084513	0.020231852106613164	2.6442491834763	positive	4.40586666666667
188.091799003741	0.041013884206081166	2.2680802055587277	positive	7.2517
199.13288900716	0.8036080526139002	0.25381569448745483	positive	3.71135
304.247992542049	0.21742950493570157	1.2962491785173624	positive	3.66928333333333
151.096580361925	0.01989880677905236	2.6529750866221984	positive	3.99976666666667
224.185725115472	0.02168644240717227	2.6077075778446375	positive	3.99976666666667
272.112853156434	0.002623712296364269	3.709183114255753	positive	4.34218333333333
146.11764957742	0.23228015945105784	-1.2529859565477888	positive	4.30133333333333
210.169998945192	0.013437668335501576	2.8584431476814043	positive	4.30133333333333
118.12250084036	0.013094059232434486	-2.8719497170570385	positive	8.27341666666667
170.092536530459	0.0003505287022869998	4.794102917633083	positive	11.4482
276.180328216816	0.5751633665339126	-0.5749161818272324	positive	3.69016666666667
549.320860544931	0.36884629178393047	-0.9309493362512629	positive	4.21915
207.159292186873	0.02537982611988352	2.524656727434084	positive	3.99976666666667
89.0596923678267	0.01239970929787833	2.9003447427495646	positive	3.97975
113.107353504649	0.005377454069746246	3.3346167386301326	positive	12.92295
171.101816479222	0.9734314186854431	-0.03395172045105556	positive	3.7738
137.04589300333	1.3407853792984516e-05	6.760461132005894	positive	9.97525
193.143600913476	0.05104881208949853	2.1490069474738105	positive	4.28081666666667
210.18527570824	0.017987636684366468	2.7059807299753187	positive	4.3218
176.10311469576	0.019848903894354928	-2.654294799493914	positive	13.0258666666667
209.19014872277	0.09760719238481515	-1.7849614421541842	positive	3.83618333333333
232.154529454611	0.0007012669474121508	-4.4125522034340054	positive	8.41061666666667
664.115664329636	1.2480379965813764e-05	-6.80757359643757	positive	11.9005
239.102718490285	0.0025928064733381096	3.7154009325466775	positive	7.51703333333333
85.028225861006	0.00931182138913507	-3.0493385912777473	positive	8.4332
248.149327735091	0.0026808403696417025	3.6978836166773594	positive	10.45535
186.112604680312	0.9390297998016852	0.07798210536869417	positive	4.49308333333333
294.206032300506	0.4037581253035607	0.8630376234225835	positive	3.79481666666667
232.247460568635	0.0020731463348425154	-3.8330397752540777	positive	8.4332
146.081275946387	0.04939482693660286	2.1670263888538037	positive	11.6946833333333
144.102065831797	0.0002490813849884274	4.985910029971746	positive	11.6946833333333
114.059494960312	0.4517989910604482	0.7757149229123315	positive	5.91238333333333
378.132353327515	0.005477194735781034	-3.325061319377662	positive	4.97381666666667
137.088219170461	1.974893883203084e-06	8.091143765365299	positive	9.9118
292.175403249253	0.22142633649220939	-1.2843786574264988	positive	3.69016666666667
172.169665967215	0.005746591158813846	-3.3001020404320074	positive	3.93906666666667
118.0613769169	0.031071558674838982	2.417135127533268	positive	13.2284333333333
215.127847504759	0.18963511694889038	-1.384080990145961	positive	3.69016666666667
105.110219710342	5.225262367767276e-07	9.113288247967562	positive	15.1314833333333
104.107054770053	6.463099581081665e-07	8.943858845314956	positive	15.1314833333333
290.134540761423	0.14226885643289566	1.5621095850366251	positive	11.7780666666667
192.065633408795	0.9533948337034136	0.059581889109254126	positive	4.3218
104.134981900708	6.066049638440591e-07	8.994137395675876	positive	15.08605
379.17143468768	0.008244093835545823	3.1126169187004877	positive	3.69016666666667
574.313434281983	0.30193635132254926	1.07496769977314	positive	3.4349
334.185649378764	0.02807772158879554	2.471077303872211	positive	11.1958666666667
531.310328050901	0.10003303889703881	-1.7707418065485503	positive	3.99976666666667
158.154090577737	0.006865157368533989	-3.2076932060066725	positive	3.93906666666667
298.096789574952	8.769513198126756e-05	-5.590146423584697	positive	7.12738333333333
157.080138934365	0.00021968167876418264	-5.057114198558502	positive	12.86125
167.143132775514	0.11231444545778006	-1.703139150979159	positive	3.7738
185.11750586284	0.5571813656714253	0.6025372780934196	positive	4.64538333333333
233.063154898971	0.30193635132254926	1.07496769977314	positive	11.79865
348.070100006407	0.0003074568944415636	4.867387760848125	positive	11.8191333333333
124.999775451422	1.3755517270243679e-05	-6.7436833475365505	positive	12.1027833333333
332.998451645604	0.04526275248503639	2.2146431456897875	positive	3.79481666666667
