,,,,,,,,,,,,,,,"Normalised abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"PBQCs",,,,,,,,"DEN_Adj_Fasted24h",,,,,,,"DEN_Tumour_Fasted24h",,,,,,,"Control_Fasted24h",,,,,,"DEN_Adj_Fed",,,,,,,,"DEN_Tumour_Fed",,,,,,,"Control_Fed",,,,,"PBQCs",,,,,,,,"DEN_Adj_Fasted24h",,,,,,,"DEN_Tumour_Fasted24h",,,,,,,"Control_Fasted24h",,,,,,"DEN_Adj_Fed",,,,,,,,"DEN_Tumour_Fed",,,,,,,"Control_Fed",,,,,"Tags",,,,,,,,,,,
"Compound","Neutral mass (Da)","m/z","Charge","Retention time (min)","Chromatographic peak width (min)","Identifications","Anova (p)","q Value","Max Fold Change","Highest Mean","Lowest Mean","Isotope Distribution","Maximum Abundance","Minimum CV%","210527_AA210511_A_PBQC_7","210527_AA210511_A_PBQC_8","210527_AA210511_A_PBQC_9","210527_AA210511_A_PBQC_10","210527_AA210511_A_PBQC_11","210527_AA210511_A_PBQC_12","210527_AA210511_A_PBQC_13","210527_AA210511_A_PBQC_14","210527_AA210511_A_1","210527_AA210511_A_2","210527_AA210511_A_3","210527_AA210511_A_4","210527_AA210511_A_5","210527_AA210511_A_6","210527_AA210511_A_7","210527_AA210511_A_8","210527_AA210511_A_9","210527_AA210511_A_10","210527_AA210511_A_11","210527_AA210511_A_12","210527_AA210511_A_13","210527_AA210511_A_14","210527_AA210511_A_15","210527_AA210511_A_16","210527_AA210511_A_17","210527_AA210511_A_18","210527_AA210511_A_19","210527_AA210511_A_20","210527_AA210511_A_21","210527_AA210511_A_22","210527_AA210511_A_23","210527_AA210511_A_24","210527_AA210511_A_25","210527_AA210511_A_26","210527_AA210511_A_27","210527_AA210511_A_29","210527_AA210511_A_30","210527_AA210511_A_31","210527_AA210511_A_32","210527_AA210511_A_33","210527_AA210511_A_34","210527_AA210511_A_35","210527_AA210511_A_36","210527_AA210511_A_38","210527_AA210511_A_39","210527_AA210511_A_40","210527_AA210511_A_41","210527_AA210511_A_42","210527_AA210511_A_PBQC_7","210527_AA210511_A_PBQC_8","210527_AA210511_A_PBQC_9","210527_AA210511_A_PBQC_10","210527_AA210511_A_PBQC_11","210527_AA210511_A_PBQC_12","210527_AA210511_A_PBQC_13","210527_AA210511_A_PBQC_14","210527_AA210511_A_1","210527_AA210511_A_2","210527_AA210511_A_3","210527_AA210511_A_4","210527_AA210511_A_5","210527_AA210511_A_6","210527_AA210511_A_7","210527_AA210511_A_8","210527_AA210511_A_9","210527_AA210511_A_10","210527_AA210511_A_11","210527_AA210511_A_12","210527_AA210511_A_13","210527_AA210511_A_14","210527_AA210511_A_15","210527_AA210511_A_16","210527_AA210511_A_17","210527_AA210511_A_18","210527_AA210511_A_19","210527_AA210511_A_20","210527_AA210511_A_21","210527_AA210511_A_22","210527_AA210511_A_23","210527_AA210511_A_24","210527_AA210511_A_25","210527_AA210511_A_26","210527_AA210511_A_27","210527_AA210511_A_29","210527_AA210511_A_30","210527_AA210511_A_31","210527_AA210511_A_32","210527_AA210511_A_33","210527_AA210511_A_34","210527_AA210511_A_35","210527_AA210511_A_36","210527_AA210511_A_38","210527_AA210511_A_39","210527_AA210511_A_40","210527_AA210511_A_41","210527_AA210511_A_42","Minimum CV >= 30","Anova p-value <= 0.05","Accepted Compound ID","Accepted Description","Adducts","Formula","Score","Fragmentation Score","Mass Error (ppm)","Isotope Similarity","Retention Time Error (mins)","Compound Link"
"3.75_201.1123m/z",,"201.11227726398","1","3.753","0.470983333333334","0","2.30793162359078E-12","6.07604322411248E-09","1322.97250097937","Control_Fasted24h","PBQCs","100 - 1.08","15922952.7762849","58.94","6313.49864366257","0","0","0","50832.8797913497","0","39139.5399162608","0","2747727.94737617","2865829.61972113","4247790.14741477","23151084.7381045","9099894.28666427","8205423.12302517","4800529.05998934","16226790.2710186","22498521.2016686","2843128.68846079","1714121.82216554","15949990.1462748","14326725.1210257","20321425.535697","41284653.6459979","5078487.28311216","30456685.3719832","13574544.883809","3493602.13853497","1649743.33427229","21478419.7783847","8543939.03349559","32112181.3622041","2527769.8359702","1890468.04935549","5331512.35062788","1344353.54456439","765574.622110024","732561.826352417","3698433.22139797","4380840.01776039","1457592.08442599","4304588.80922322","973668.453153497","3438419.68754291","1152923.36514804","3460519.36858854","4369747.36270566","102454.92919248","767072.709395485","6126.76130713431","0","0","0","49600.6845342461","0","37331.7524128782","0","2674065.53514695","2581490.45688899","4370162.89021979","22024369.8721384","8358026.22657133","6783637.03853364","5707230.59965581","18180240.8519728","17096968.4449209","3484352.25000392","1840180.27691718","14127591.0468706","13010880.9657436","22098778.9800238","29821534.9309482","3780666.9575759","38017237.4830108","10623208.5398901","5411727.61196317","2352268.63529737","23238575.3601907","8534271.74999412","24242797.9062657","2290381.46278043","1397137.59962939","4359565.72486473","1009510.80310562","732778.421731864","655056.723763421","2659036.72026003","3367727.33718738","1062264.9359892","3180870.91580571","732381.049052279","4109091.28979365","1158909.15687029","2862674.20007598","2911766.12842616","189283.209990814","862746.060615883","x",,,,,,,,,,,
"4.41_207.2378m/z",,"207.237846084513","1","4.40586666666667","0.303199999999999","0","4.03321820385827E-12","6.07604322411248E-09","Infinity","DEN_Adj_Fasted24h","PBQCs","100","746598.62212247","43.02","0","0","0","0","0","0","0","0","1098269.64245457","0","434162.09069198","406601.161132204","597214.711135144","1542410.05088634","1147532.69855705","820366.816801913","223164.328897958","878603.205602428","552566.477600814","620405.422283051","440092.269476662","354664.815831273","222575.931525278","1242593.46256519","57668.6505746346","1006971.08929161","780162.643962822","736732.953805772","917428.136785226","19587.4733523187","285425.679233173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1068826.70170836","0","446669.677935261","386812.733162229","548526.83573223","1275150.56724358","1364273.32268351","919126.091317179","169585.967673171","1076758.52617098","593202.840438733","549519.718124912","399671.808018529","385684.52608201","160775.380936564","925045.546779659","71984.2871095035","788038.491658327","1208502.73005795","1050462.68945329","992611.333339262","19565.3105469392","215479.508565951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"x",,,,,,,,,,
"7.25_188.0918m/z",,"188.091799003741","1","7.2517","0.1725","6","9.39615052431009E-12","9.4368671765821E-09","Infinity","DEN_Tumour_Fasted24h","PBQCs","100","2772450.73984932","48.98","0","0","0","0","0","0","0","0","2986823.22142125","0","2088531.23148443","2720410.81326687","2939766.76919543","4706430.9199583","3436700.439248","4452902.85192049","1486326.9401623","951541.366861078","2018208.93225231","4357225.31019317","3150512.16017358","2990437.61738231","3087781.30984325","3409062.55707375","636371.832555384","4494067.3802491","3054831.14227557","1115079.45746151","3230246.89762482","429451.349461511","3687762.53605664","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2906751.02810159","0","2148698.82130434","2588014.10963432","2700102.54876764","3890929.03915458","4085808.38978826","4988962.38789367","1129482.44762442","1166146.75798905","2166630.29651933","3859381.5241861","2861152.03236423","3251987.40826497","2230426.32209525","2537867.96093731","794344.453123315","3516980.891908","4732054.01960005","1589923.94705333","3494965.49266726","428965.434483764","2784042.63103547","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"x",,,,,,,,,,
"3.54_167.0341m/z",,"167.034075388516","1","3.54295","0.171183333333333","0","2.53432830277234E-11","1.90898279406326E-08","Infinity","Control_Fasted24h","DEN_Tumour_Fasted24h","100 - 1.72","648738.994196764","50.74","300042.007292869","57576.4580279903","136447.229291524","174098.204779508","62659.5510030128","0","0","0","868412.052674969","600676.685290167","447173.824564484","783232.248137946","451881.522170473","815397.161352442","39531.2946805619","0","0","0","0","0","0","0","760541.495477102","1235666.20602506","339039.26270278","800431.121148073","335396.226688848","421359.653138722","1848.64342804542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","506276.541643594","900895.833860207","591905.973862821","791007.831952031","291167.522882438","56432.3281248853","133708.293904206","174098.204779508","61140.675781403","0","0","0","845131.244736887","541079.316118998","460056.261201772","745113.973013297","415041.921875804","674110.073537112","46997.7812498473","0","0","0","0","0","0","0","549369.142545891","919888.568244925","423202.197114111","626403.816448839","519541.99389214","600791.090145664","2000.13967787278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","418811.35156251","600308.840886893","1093533.16261642","889666.497809238","x",,,,,,,,,,,
"3.71_199.1329m/z",,"199.13288900716","1","3.71135","0.274466666666667","0","3.95385946205806E-11","2.38259571183619E-08","Infinity","Control_Fasted24h","PBQCs","100 - 7.7","1598092.31979631","41.56","0","0","0","0","0","0","0","0","869402.967293983","792040.893132863","833254.200466651","2093694.28776649","1288280.45245668","1293458.9073209","815473.559109634","1708461.76624199","2127003.24610641","482368.348374139","671702.944607076","1801219.1534894","1541674.49551685","1797571.85928188","3557195.00272643","1022555.19425613","2388908.81138903","1374727.83750858","591357.774526171","653809.298371517","2047958.17222683","1006773.4230405","3158633.06688765","790005.593981351","0","603210.41189063","421422.808008286","211585.588671254","15664.2610927552","576028.602053991","407861.768409622","79713.2993556278","682169.303414439","90019.1077331027","280541.397324225","0","991745.917889447","464351.772861881","0","172040.905428875","0","0","0","0","0","0","0","0","846095.594440251","713456.93163967","857259.059093428","1991798.5664428","1183253.5048887","1069336.17193996","969496.401667668","1914133.7182462","1616342.11666447","591159.044896424","721100.737782779","1595417.1352408","1400078.74651374","1954791.17098359","2569502.36132801","761238.616876611","2981930.32165536","1075838.68398157","916036.534799694","932226.894981507","2215788.25681145","1005634.28053678","2384581.17301034","715814.447264834","0","493243.804687094","316457.585937577","202521.542969127","14006.9809570705","414143.263671705","313539.691405777","58093.5117185683","504088.216797179","67711.229980588","335261.636718722","0","820410.218750133","309419.207030925","0","193498.753906295",,"x",,,,,,,,,,
"5.30_172.0969m/z",,"172.096935718418","1","5.30468333333333","1.611","0","1.59824042889056E-10","8.02583068707878E-08","21.2113831673335","Control_Fasted24h","PBQCs","100","56039007.644108","21.20","1735554.76166415","1506081.50111608","2176862.23338594","2764418.65059908","2286090.89890982","4141976.96217244","3194808.99902489","3329652.82449149","54635942.7563268","3086396.06454571","42407590.1641562","64292678.8323963","53594914.6547026","69798065.5536011","48625646.7592703","53395865.1132597","53478750.5240469","38666746.846327","42577253.8864335","70880109.5890558","61328102.5115633","46660827.6032136","65468034.0536729","85242117.6441081","36837578.0209574","70974531.757077","38931674.3759082","38780110.0129247","61810526.1631795","40410369.534931","75136124.4703051","3414681.37035817","5425375.61586024","10666857.0255126","7685053.2593638","1029789.4286655","2033202.55730773","6397892.17648317","3339342.93261037","2173488.55935536","3150849.83995567","2766856.93037325","2265391.64595884","4214056.79276954","5481181.85788969","3395394.44174261","1746760.70232595","7043176.87327398","1684221.43732465","1476153.42042201","2133165.596706","2764418.65059908","2230675.77439776","3922821.42244388","3047246.30931294","3149861.34970386","53171236.1278224","2780172.94956278","43629292.0241922","61163688.6432661","49225594.0765505","57703878.9600948","57809832.1340394","59823888.2764319","40639315.8904867","47387431.6421711","45708433.2244989","62781556.1293893","55695396.8818624","50741879.0289629","47290145.1743527","63458277.9487408","45982119.6829893","55543464.5013982","60306700.3183175","55294199.1409968","66875896.1374629","40364646.0697749","56723330.640426","3094001.20243472","4009587.07956742","8722265.1327031","5770910.72444317","985674.616765465","1818089.55643928","4599847.88453275","2567086.77714843","1583996.44869511","2328316.84051017","2081194.65582076","2707261.45330815","4235935.49436391","4534243.62624078","2262509.41015295","3227101.66731864","7921639.01441203","x",,,,,,,,,,,
"7.56_203.1835m/z",,"203.183543539857","1","7.56233333333333","1.37045","0","4.46128245457089E-10","1.9202634336603E-07","85.2355818423769","Control_Fasted24h","PBQCs","100","1589485.28082028","27.94","0","0","0","0","63472.8954789452","0","42112.9278244156","43599.3171239933","1507965.3162198","343009.92969724","886381.493297834","2109120.15343982","1595065.58566599","1849043.5361958","941011.307740976","1502146.80176722","1716978.24143536","1052820.04896165","1166201.84017707","2297183.21204482","1381441.23263448","1317907.32755618","2254073.8039399","2001639.92951263","1295256.90248522","2045297.78332881","952030.387293731","988612.878361369","1620024.73559588","1186685.43548229","2446346.44394345","688024.121794346","785566.663636976","403888.76216312","441657.47088411","91985.322038282","670576.625664237","993213.50020705","744295.156422734","897425.047337176","819692.085786201","177666.347638559","370813.538109875","788643.502155051","700157.867348484","1465533.05295847","228417.08714927","605364.426130355","0","0","0","0","61934.3046872211","0","40167.804687692","41245.0820314342","1467539.05682362","308977.496093348","911916.873046403","2006473.68750217","1465028.00781268","1528652.45703193","1118745.13476508","1682981.67382639","1304757.87947605","1290267.27539187","1251965.64062593","2034713.79492268","1254562.17573403","1433174.19817118","1628206.48218385","1490115.7609743","1616790.81823484","1600615.34765652","1474732.64843661","1409602.94726469","1752785.69335928","1185342.72640081","1846846.89527308","623410.277343832","580567.718749234","330258.937499604","331652.332031666","88044.7929686239","599629.56250006","714083.778187097","572169.523438208","654026.027343683","605710.517577623","133638.371093761","443141.564453318","792738.011720653","579197.412108762","976552.910155256","421995.503907281","680868.667968325","x",,,,,,,,,,,
"3.67_304.2480m/z",,"304.247992542049","1","3.66928333333333","1.44948333333333","0","8.69522009949719E-10","3.22554167297984E-07","10.254075997423","DEN_Tumour_Fasted24h","PBQCs","100 - 7.27","32561788.4580643","7.97","2741751.06003282","3101396.24426273","3028613.2889788","3211409.30699598","3589745.53339595","3231145.71880268","3400886.26096998","3099029.28128999","28189925.0582258","4254568.12327151","23164062.0664421","41442800.1864661","38205418.1960437","30275477.4218283","23379429.6474351","26942021.435596","35960822.085627","20654620.2644447","24100630.9948392","39297766.6661505","50087092.3138409","30889565.4459517","47381468.9214131","49240287.0515426","18169283.3392874","43340546.9291352","20562984.0138627","15366790.8321413","29868629.4542515","31948669.1206906","47382188.9185085","4883181.04380682","5168293.73508183","4574114.84894505","8216934.94940255","3720482.40635616","4732718.40139141","7245383.95250017","7092277.79916685","6392173.21336147","6129042.50317176","4741302.83199264","3708704.9407971","3774387.54094551","7007901.61870473","7068508.60563883","1582409.06646384","3469956.86652429","2660656.9917086","3039766.88556349","2967819.26512976","3211409.30699598","3502729.66023245","3060183.03832113","3243805.21974771","2931690.8005947","27434195.9903853","3832442.42184861","23831385.4772517","39425865.7928693","35090724.9271696","25029525.829289","27795227.2799362","30185417.4828994","27327175.6370271","25312949.3868799","25873018.617739","34807719.0909354","45486822.0413614","33591230.023699","34225505.2600285","36656806.6156971","22679617.0091842","33917576.7734399","31852873.8990421","21910571.9954709","32316362.359989","31912519.8878048","35770750.5868752","4424590.8717568","3819592.45789613","3740243.48170313","6170314.82036659","3561101.87965325","4231996.3981018","5209163.13173242","5452118.25365673","4658492.27769188","4529048.86020788","3566347.79603144","4432096.29814972","3793983.5508644","5797204.70361629","4710076.40213875","2923465.66416667","3902748.17554145",,"x",,,,,,,,,,
